,genres,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count
67964,Documentary,2.864,ONF | NFB,2011-09-11,900000.0,25000.0,97.0,6.8,11.0
67983,Drama,2.863,Local Production-Mei Ah Entertainment,2011-09-15,577450.0,1154901.0,97.0,4.3,9.0
68096,Mystery-Thriller-Action,2.86,Opus Pictures-Golden Tide Pictures,2016-03-03,500.0,500.0,87.0,6.5,7.0
68098,Comedy,2.86,Art Pictures Studio-Hype Film,2017-11-16,665000.0,902684.0,89.0,3.4,7.0
68336,Crime-Thriller,2.851,Thirukumaran Entertainment,2014-02-28,404000.0,1100000.0,122.0,7.1,18.0
68396,Crime-Comedy,2.849,Gruskoff/Venture Films,1975-12-25,13000000.0,24441725.0,118.0,5.7,9.0
68431,Comedy-Romance,2.848,Metro-Goldwyn-Mayer,1941-05-23,889900.0,2000000.0,99.0,7.4,22.0
68502,Comedy-Drama,2.845,Bazelevs Production,2014-12-25,2426950.0,12848123.0,106.0,6.4,32.0
68505,Documentary,2.845,Dead Alive Productions-Foxx Entertainment Enterprises,1993-01-01,18.0,230.0,79.0,4.1,12.0
68580,War,2.842,United Artists-Aubrey Schenck Productions,1954-02-05,450000.0,1400000.0,90.0,5.5,11.0
68613,Crime-Mystery-Drama,2.841,Zion Films,2001-03-30,1000000.0,852206.0,119.0,6.6,14.0
68740,Romance-Drama-Family,2.837,Uptone Pictures-Prodigafilm,2014-06-06,500000.0,28951.0,105.0,7.3,3.0
68821,Comedy-Drama-Family,2.834,Logan Films-Real Bean Entertainment,2010-09-10,135000.0,10474.0,94.0,6.6,7.0
68985,Family-Comedy-Drama-Action,2.828,Suresh Productions,2019-12-13,3500000.0,10000000.0,149.0,5.2,6.0
69098,Romance,2.825,Daasa Movies,1996-01-26,20000000.0,39000000.0,172.0,5.6,12.0
69110,Comedy,2.824,Lorimar Productions-Northstar International,1982-10-08,17000000.0,946461.0,105.0,4.4,6.0
69163,Comedy,2.822,ARTE-Telepool-ZDF-Sperl Productions,2015-02-05,2000000.0,276792.0,92.0,5.7,29.0
69564,Romance-Thriller,2.807,Nic Arts,1999-05-01,500000.0,500000.0,158.0,6.2,13.0
69582,Comedy,2.807,La Banda Films-Cuévano Films,2012-03-30,1.0,2755584.0,73.0,6.0,14.0
69606,Drama-Family,2.806,Renaissance Films,2006-07-12,5000000.0,140666.0,86.0,6.2,20.0
69623,Thriller-Drama,2.805,T-Series,2015-12-04,2900000.0,8900000.0,126.0,5.1,20.0
69642,Comedy-Romance,2.804,Maqtro Pictures,2017-07-14,625000.0,2200000.0,135.0,5.8,16.0
69859,Comedy-Crime,2.797,People Pictures,2009-05-15,3000000.0,6600000.0,141.0,6.5,15.0
69907,Drama-Crime,2.795,Anurag Kashyap Films-Bohra Bros Productions-Paramhans Creations,2013-10-18,970000.0,6100000.0,129.0,7.6,46.0
69937,Drama,2.794,NOWFILM-Vox3 Films,2007-06-21,3500000.0,689473.0,90.0,6.4,34.0
69964,Comedy,2.793,Euroimages Fund of the Council of Europe-Új Budapest Filmstudió-Premiere Picture-SIA Advertising-Dream Factory Macedonia-Fidelity Films-Bulgarian National Film Center-Cinematrix Film-Macedonian Film Fund-Film i Väst,2010-04-16,1400000.0,1891264.0,107.0,6.4,21.0
70005,Music,2.791,Warner Music Group,1998-08-28,100000.0,1000000.0,95.0,7.9,9.0
70045,Comedy-Romance,2.79,Lakeshore Entertainment-Intermedia Films-Cinerenta Medienbeteiligungs KG,2005-08-26,9000000.0,1046166.0,97.0,4.5,29.0
70206,Drama-Comedy-Crime,2.783,HBO-42 Km Film-Periscop Film-Racova-Raza Studio,2010-01-14,1089360.0,48298.0,115.0,6.5,43.0
70227,Comedy,2.782,Strela,2014-01-01,3000000.0,5279982.0,99.0,6.5,30.0
70337,Drama-Romance-Comedy,2.778,Warner Bros. Pictures-The Vitaphone Corporation,1932-10-04,350000.0,1108000.0,68.0,7.3,38.0
70373,Documentary,2.777,Atmo Media Network,2009-08-28,700000.0,1179676.0,85.0,6.3,32.0
70376,Adventure-Drama,2.777,Warner Bros. Pictures,1944-05-03,1623000.0,2350000.0,130.0,6.2,6.0
70484,Drama-Family,2.773,Sri Venkateswara Creations,2017-01-14,1200000.0,8100000.0,135.0,5.9,7.0
70543,Horror,2.772,Press On Features-Templeheart Films,2012-12-21,500000.0,500000.0,79.0,3.6,11.0
70582,Comedy-Romance,2.77,LPLS Film Production-Living Films-Leopolis,2009-03-05,3500000.0,9112193.0,88.0,5.8,41.0
70678,Drama-Family-Comedy,2.766,All Nighter Inc.-LivePlanet-Project Greenlight-Miramax,2002-03-22,1800000.0,163348.0,91.0,6.2,24.0
70708,Comedy-Action,2.766,Sahamongkolfilm,2011-11-03,3500000.0,517069.0,94.0,4.9,28.0
70712,Drama-Comedy-Romance,2.765,United Artists-Pickford Corporation,1927-10-31,483103.0,1027757.0,80.0,7.1,15.0
70924,Action-Science Fiction,2.758,Millennium Films-Nu World Services,1998-11-11,3600000.0,110765.0,89.0,5.4,9.0
70967,Adventure-Family-Fantasy,2.757,Twelfth Night Entertainment-La Panza Producciones,2007-03-24,5000000.0,160487.0,93.0,4.1,7.0
71053,Drama-Romance,2.753,Wildwood Enterprises-Good Machine-Marlboro Road Gang Productions-PolyGram Filmed Entertainment,1998-03-27,5000000.0,222099.0,96.0,5.7,13.0
71099,Documentary,2.751,Stephen Low Productions-K2 Communications,2004-12-02,5000000.0,30000000.0,48.0,6.4,14.0
71474,Comedy-Adventure-Crime-Action,2.744,Universal Pictures-Film8,2022-09-03,1000.0,100.0,105.0,9.0,1.0
71600,Drama-Thriller,2.74,Viacom18 Studios-Vistaar Religare Film Fund-Cinergy Pictures,2010-01-01,7500000.0,2000000.0,145.0,6.7,15.0
71791,Drama-History-War,2.734,Unification Church-One Way Productions-Metro-Goldwyn-Mayer,1982-05-04,46000000.0,5200000.0,140.0,4.3,9.0
71879,Drama-History,2.731,France 3 Cinéma-The Film-Nazira Films,2009-08-12,6500000.0,753808.0,109.0,7.1,34.0
72043,Drama-Comedy-Music-Romance,2.725,Columbia Pictures-American Playhouse,1989-11-03,4000000.0,43671.0,93.0,5.8,18.0
72158,Drama-Comedy,2.721,Arzu Film-Ulus Film,1980-01-01,85000.0,243000.0,85.0,7.1,43.0
72161,Drama-Thriller-War,2.721,Metro-Goldwyn-Mayer,1944-07-24,1300000.0,3600000.0,110.0,7.0,26.0
72319,Documentary,2.715,Mistress Inc.,2010-04-23,250000.0,23859.0,97.0,4.6,7.0
72331,Horror-Thriller-Crime-Mystery,2.714,William Castle Productions,1958-10-01,90000.0,5000000.0,72.0,6.0,34.0
72405,Comedy-Drama,2.712,Carolco Pictures-Seven Arts Pictures,1991-02-01,12000000.0,612781.0,100.0,5.8,25.0
72414,Drama-Comedy-Romance,2.712,Sofica Sogécinéma 4-Vendredi Film-StudioCanal-TF1 Films Production-Canal+,2007-02-08,5621000.0,6699197.0,90.0,6.2,21.0
72463,Action-Comedy-Romance,2.71,Viacom18 Studios-Ajay Devgn FFilms,2012-11-13,4300000.0,2200000.0,141.0,5.0,35.0
72610,Drama,2.705,American Playhouse-Cinétudes Films,1986-12-24,2000000.0,1301121.0,111.0,5.5,7.0
72799,Horror,2.699,RGV Film Factory-Dream Merchants Enterprise,2003-05-30,2700000.0,9600000.0,113.0,6.0,20.0
72823,Drama-Comedy,2.698,VGIK,2018-03-23,441755.0,95589.0,90.0,7.1,45.0
73249,Comedy-Music-Romance,2.684,20th Century Fox-Copa del Oro,1975-03-01,6000000.0,1500000.0,118.0,5.5,18.0
73263,Drama-Science Fiction,2.684,Arizona Films-New People Film Company-MovieBrats Pictures,2016-11-24,1200000.0,16410.0,87.0,6.3,20.0
73611,Drama-Comedy-Romance,2.672,Swargachitra,1991-09-15,18000.0,700000.0,150.0,7.4,24.0
73659,Comedy-Romance,2.671,Metro-Goldwyn-Mayer,1949-01-01,2250000.0,4421000.0,109.0,7.1,38.0
73676,Action-Animation-Science Fiction,2.67,XEBEC-CAPCOM,2005-12-15,300000000.0,428000000.0,25.0,9.0,2.0
73750,Comedy,2.667,Touchstone Pictures,1986-04-10,10000000.0,4842778.0,92.0,4.5,11.0
73889,Drama-Romance-War,2.663,Bac Films-Persona-Hachette Première,2002-12-06,2500000.0,57862.0,104.0,6.1,29.0
73930,Comedy-Romance,2.662,Maruti International,2013-09-13,4900000.0,19000000.0,137.0,4.8,27.0
74052,Comedy-Drama,2.658,Savoy Pictures-Chicago Pacific Entertainment,1995-09-29,25000000.0,6278139.0,113.0,4.4,17.0
74078,Drama,2.657,SPI International Polska-EM Studio,2003-09-16,700000.0,200219.0,99.0,7.3,43.0
74420,Comedy-Drama,2.647,Enjoy Movies,2012-12-27,2000000.0,11666088.0,90.0,5.6,16.0
74772,Action-Crime-Thriller,2.636,Balkan Productions-Tiberius Film Productions,1981-12-11,8338578.0,6892098.0,112.0,6.1,8.0
74934,Action,2.631,New Line Cinema-3 Arts Entertainment-Ian Page Productions,1993-05-14,3000000.0,1200000.0,87.0,4.6,25.0
74968,Drama,2.629,Production Center of Andrei Konchalovsky,2014-10-14,1409700.0,42491.0,90.0,6.9,27.0
75000,Drama-History-Romance,2.629,RKO Radio Pictures,1936-07-28,864000.0,1276000.0,123.0,6.7,23.0
75002,Family-Romance,2.629,G. Mahesh Babu Entertainment Pvt. Ltd-PVP Cinema,2016-05-20,11000000.0,10000000.0,156.0,4.3,9.0
75308,Comedy-Romance,2.62,Metro-Goldwyn-Mayer,1938-07-22,212000.0,2247000.0,91.0,6.3,17.0
75672,Horror-Thriller,2.609,Lancer Productions Limited-Butler-Cronin Productions-Ram Productions,1982-12-09,250000.0,2160000.0,88.0,4.0,8.0
75713,Drama-Romance,2.608,Ayngaran International,2010-03-26,600000.0,2000000.0,160.0,6.8,11.0
75762,Drama-Romance,2.607,Kayos Productions,1968-08-26,780000.0,3000000.0,101.0,6.3,40.0
75769,Mystery-Thriller,2.607,Thomson Productions-Warner Bros. Pictures,1947-07-18,1461000.0,2690000.0,83.0,5.7,19.0
75815,Action-Crime,2.605,Triada Films,2012-11-29,6500000.0,6969292.0,102.0,2.7,19.0
75931,Action-Thriller,2.602,Bulletproof Productions,1988-04-20,5000000.0,807947.0,94.0,5.3,25.0
76031,Drama,2.599,Fine Line Features,1997-05-16,2000000.0,2900000.0,108.0,6.5,27.0
76166,Music-Romance,2.595,Total Entertainment-Walt DIsney Motion Pictures International-Walt Disney Pictures,2010-02-05,50000.0,1149000.0,90.0,4.5,21.0
76182,Drama-Romance,2.594,TriStar Pictures,1987-10-30,5000000.0,125400.0,110.0,5.4,8.0
76775,Romance-Action-Comedy,2.575,Sri Satya Sai Arts,2015-12-10,2800000.0,5600000.0,151.0,4.4,8.0
76946,Drama-Romance,2.57,Gloria Swanson Pictures,1928-01-07,1000000.0,7000000.0,97.0,6.8,26.0
76954,Action-Crime-Drama,2.57,Palo Alto Productions-American International Pictures-American Releasing Corporation (ARC),1954-11-01,66000.0,250000.0,73.0,4.5,18.0
77238,Drama,2.562,NH Studioz,1983-05-31,100000.0,100000.0,120.0,6.6,5.0
77343,Comedy-Drama,2.559,Cast N' Crew,2015-03-27,670000.0,4700000.0,143.0,6.3,30.0
77400,Comedy,2.557,Karoprokat,2017-08-17,686410.0,6143216.0,81.0,5.2,34.0
77431,Action-Thriller,2.556,Ci Wen Media-Media Asia Distribution-SMG Pictures,2014-03-21,10000000.0,5900000.0,86.0,3.2,4.0
77446,Drama-Horror-Mystery,2.556,One More Thought Entertainment-Ace Movie Company,2008-08-22,750000.0,2760000.0,179.0,2.8,11.0
77448,Comedy-Drama,2.556,Central Partnership,2006-11-23,800000.0,1328612.0,100.0,7.0,15.0
77464,Drama,2.555,GO Productions-Trent Othick Productions,2008-04-01,5000000.0,8286.0,101.0,4.8,12.0
77583,Drama-Romance,2.552,Metro-Goldwyn-Mayer-Metro-Goldwyn-Mayer British Studios,1938-02-18,1374000.0,2736000.0,102.0,6.8,8.0
77607,Comedy,2.551,Rupali Aum Entertainment-Sanjay Dutt Productions,2011-10-06,6500000.0,7100000.0,128.0,3.9,13.0
77830,Drama-Western,2.544,Metro-Goldwyn-Mayer,1947-04-25,2349000.0,4689000.0,123.0,6.1,21.0
77898,Drama-Comedy,2.542,HKFilm-Chánh Phương Phim-Cinebox,2017-04-28,528.0,7436000.0,96.0,6.8,8.0
77975,Comedy-Mystery,2.54,Walter Wanger Productions-Paramount,1936-04-03,289696.0,359009.0,77.0,6.6,11.0
78014,Documentary-Comedy-History,2.538,OrangeCat productions,2023-09-11,2.0,1.0,60.0,0.0,0.0
78100,Action-Drama,2.536,Central Partnership-Shaman Pictures,2005-03-05,3500000.0,8262833.0,126.0,5.7,54.0
78130,Mystery-Comedy-Drama,2.535,猫眼影业-Shanghai PMF Media-万合天宜,2021-11-11,40000000.0,927000000.0,123.0,7.0,20.0
78157,Action-Crime-Mystery,2.534,August Cinema,2017-03-30,9400000.0,9600000.0,147.0,6.3,24.0
78191,Adventure-Comedy-Romance,2.533,Cast N' Crew-Habit of Life,2016-10-21,450000.0,2300000.0,134.0,7.208,24.0
78338,Adventure-Fantasy-Action-Family,2.529,Disney World Cinema-A Bellyful of Dreams Entertainment-Arka Media Works,2011-01-14,3800000.0,5400000.0,133.0,6.3,25.0
78467,Drama,2.524,ARTE France Cinéma-Archipel 33>35-Louverture Films-Mali Images,2006-06-21,2000000.0,111000.0,115.0,6.8,28.0
78473,Thriller-Drama-Horror,2.524,Lolafilms,2001-07-19,3000000.0,3098924.0,110.0,5.2,19.0
79240,Animation-Fantasy-Comedy-Adventure-Science Fiction,2.501,Sahamongkolfilm-Simka Entertainment-Work Point Entertainment,2012-10-04,2723311.0,1424291.0,96.0,5.8,6.0
79508,Comedy-Drama,2.492,Columbia Pictures,1934-11-30,668900.0,1400000.0,104.0,6.2,13.0
79535,Comedy,2.491,Indie Rights,2020-07-20,409000.0,1500000.0,69.0,7.3,3.0
79724,Comedy,2.485,Paradise Production Center,2011-10-06,400.0,403557.0,89.0,4.5,11.0
79863,Thriller,2.481,Magic Frames,2011-01-07,567000.0,2930000.0,122.0,7.2,28.0
79893,Thriller-Crime-Comedy,2.48,Dor Film Production Company,2004-09-24,3648751.0,2043067.0,116.0,7.3,49.0
79959,Crime-Drama,2.479,Swiss Entertainment,2017-09-22,2400000.0,1240000.0,124.0,5.8,9.0
80172,Action-Drama,2.472,Central Partnership,2011-11-17,5000000.0,13645556.0,122.0,5.4,15.0
80287,Animation-Fantasy-Comedy-Romance-Adventure-Horror,2.47,A Perfect Circle Entertainment-Perfect Circle Productions,2008-09-04,10000000.0,1000000.0,79.0,7.1,6.0
80461,Action-Horror-Comedy,2.464,Praetoria Productions,2016-02-18,30000.0,10147.0,76.0,4.5,22.0
80485,Thriller-Comedy-Horror,2.464,UV Creations-GA2 Pictures,2018-06-01,1000000.0,100000000.0,150.0,6.1,21.0
80569,Comedy-Thriller,2.461,Aloe Entertainment,2011-05-03,5000000.0,8000000.0,95.0,4.0,10.0
80717,Action-Drama-History-Romance-Western,2.457,Warner Bros. Pictures,1940-03-23,1179000.0,2372567.0,121.0,5.9,19.0
80803,Comedy-Horror-Mystery,2.455,McLean & Cipullo Productions,2022-06-03,5001.0,2000.0,60.0,0.0,0.0
80982,Action-War-Thriller,2.45,Synergy,2022-12-21,1000000.0,3000000.0,90.0,0.0,0.0
81055,Horror-Romance-Thriller,2.447,Vishal Bhardwaj Pictures-Balaji Motion Pictures-ALT Entertainment,2013-04-18,3500000.0,6500000.0,135.0,5.5,21.0
81355,Action-Adventure-Drama,2.44,Moody Street Pictures,2007-05-11,1500000.0,312642.0,118.0,4.8,10.0
81362,Drama,2.44,Celltrion Entertainment,2019-02-27,12547000.0,1091477.0,116.0,7.0,10.0
81591,Drama-Thriller,2.433,Hinduja Ventures-Serendipity Films,2010-02-26,1000000.0,3900000.0,142.0,4.1,7.0
81670,Drama,2.431,KSM Film,2009-01-28,85000.0,14205.0,104.0,6.0,18.0
81718,Action-Comedy,2.43,İyi Seyirler Film,2009-10-29,2000000.0,3004329.0,98.0,5.512,43.0
81937,Comedy-Romance-Drama,2.423,Marmot Film-Lenfilm-Mosfilm,2019-09-05,5000000.0,4000000.0,130.0,6.4,11.0
82008,Documentary,2.422,Gavin McKinney Underwater Productions-3D Entertainment,2008-02-15,6000000.0,7518876.0,42.0,7.0,8.0
82051,Drama-Romance,2.42,Metro-Goldwyn-Mayer,1928-09-01,178000.0,1099000.0,84.0,6.7,12.0
82062,Crime-Drama,2.42,ORF-Filmverlag der Autoren-Wim Wenders Stiftung-Telefilm Wien-WDR,1972-02-19,410000.0,100.0,101.0,5.4,24.0
82579,Drama,2.406,Walter Wanger Productions-United Artists,1940-03-01,713965.0,684374.0,88.0,5.4,9.0
82903,Action-Crime,2.397,RGV Film Factory,1999-11-04,310000.0,2300000.0,142.0,7.4,5.0
82979,Romance-Comedy,2.395,Yash Raj Films,2014-02-21,1500000.0,6500000.0,142.0,4.9,7.0
83235,Comedy-Drama,2.387,APT Entertainment-Cinemalaya Foundation-Octobertrain Films,2012-09-05,11178.0,34659.0,104.0,6.2,5.0
83315,Romance-Comedy-Drama,2.385,Annapurna Studios,2014-10-17,200.0,100.0,150.0,6.0,9.0
83478,Drama,2.381,RKO Radio Pictures-Jesse L. Lasky Productions,1948-03-27,2000000.0,2100000.0,120.0,6.7,9.0
83557,Comedy-Drama,2.379,Clasart Film-Tele München Fernseh Produktionsgesellschaft (TMG)-Perathon Film-und Fernsehproduktions,2008-10-16,5000000.0,8623057.0,105.0,6.9,24.0
83631,Drama,2.377,Warner Bros. Pictures,1924-03-30,343000.0,495000.0,127.0,7.0,9.0
83675,Mystery-Thriller,2.376,Metro-Goldwyn-Mayer,1951-08-17,966000.0,620000.0,78.0,7.1,29.0
83754,Crime,2.374,Albert Zugsmith Productions-Metro-Goldwyn-Mayer,1959-07-03,439000.0,750000.0,95.0,5.4,6.0
84282,Action-Thriller,2.36,VGTRK-Studio Trite-Revolution Sun Studios-Central Partnership,2012-04-05,6000000.0,4588176.0,99.0,5.1,29.0
84341,Horror,2.359,Texas Moving Pictures,2010-11-10,25000.0,54474.0,81.0,3.6,7.0
84525,Comedy-Drama-Romance,2.355,Storytime Productioms-Thind Motion Films-White Hill Production,2021-10-15,1065465.0,7100000.0,145.0,6.7,6.0
84668,Action-Horror-Thriller,2.351,Jack Van Impe Ministries,1999-05-07,1500000.0,206626.0,98.0,2.7,6.0
84687,Drama-War-Adventure,2.351,Finos Film,1970-09-21,10000.0,12000.0,116.0,4.7,3.0
84803,Drama-Thriller,2.347,BVG Films,2012-04-20,1300000.0,2300000.0,140.0,5.5,32.0
84870,Drama,2.345,Forward Movement-Kandoo Films,2012-10-12,2000000.0,2368060.0,101.0,6.7,22.0
85034,Drama-Romance,2.341,V Creations,2000-05-05,500000.0,500000.0,157.0,6.8,23.0
85599,Comedy,2.327,Medusa Film-Umbria Film-Rodeo Drive,2005-04-22,2000000.0,903391.0,97.0,2.1,39.0
86101,Action-Drama-Crime,2.315,Lakshmi Movie Makers,2006-05-26,3400000.0,5000000.0,179.0,7.7,20.0
86216,Drama-Comedy-Romance,2.312,Good Machine-Eureka Pictures,1997-09-17,2000000.0,458815.0,93.0,4.6,21.0
86541,Comedy-Romance,2.304,Orion Pictures,1991-09-11,14000000.0,2059832.0,112.0,6.2,17.0
86783,Action-Crime-Drama,2.298,Hypnopolis,2010-10-06,500000.0,288512.0,97.0,6.1,33.0
86813,Adventure-Animation-Family-Fantasy,2.297,Lions Gate Family Entertainment,2004-07-12,50000.0,900000.0,85.0,6.0,1.0
86836,Drama,2.297,Azad Film Company-Mandviwalla Entertainment,2015-08-14,350000.0,13000.0,134.0,6.9,8.0
86876,Crime,2.296,Blood Money Partners LP-Panoramic Pictures,1997-12-18,130000.0,1596.0,69.0,5.9,19.0
86942,Drama,2.294,Erler Film,1989-04-22,230000.0,654000.0,106.0,0.0,0.0
86953,Action-Thriller,2.294,Aashirvad Cinemas-Maxlaab Entertainments,2009-03-26,1200000.0,2100000.0,140.0,5.1,16.0
87000,Action-Comedy,2.293,Vijaya Productions,2014-01-10,5900000.0,19000000.0,161.0,5.3,28.0
87230,Comedy-Drama-Family,2.288,Weekend Blockbusters,2017-01-20,1300000.0,6300000.0,154.0,6.8,13.0
87511,Comedy-Family,2.28,Nordisk Film-TV 2,2003-02-21,188432.0,2871092.0,95.0,4.3,4.0
87919,Drama,2.27,All Yours Film-Minds Meet-Willy Waltz International,2019-10-10,220000.0,297388.0,105.0,5.6,7.0
87981,Comedy-Drama,2.268,M6 Films-Natexis Banques Populaires Images 2-Procter & Gamble Productions-Pan Européenne Production,2002-08-21,984936.0,984936.0,92.0,5.1,32.0
88175,Comedy-Family-Romance,2.263,Metro-Goldwyn-Mayer,1942-12-01,369000.0,2647000.0,92.0,5.2,7.0
88595,Action-Adventure-Crime-Drama-Romance-Thriller,2.253,Madras Talkies-Reliance Entertainment,2010-06-18,4200000.0,4000000.0,138.0,4.6,22.0
88905,Drama-Romance,2.245,Zentropa International France-ZDF,2011-11-03,4100000.0,280408.0,96.0,4.8,13.0
89258,Romance-War,2.235,RKO Radio Pictures,1943-01-06,205000.0,3355000.0,82.0,5.8,13.0
89291,Horror-Thriller,2.234,Alexander Enterprises,1964-01-01,8000.0,80000.0,59.0,3.1,13.0
89307,Comedy,2.234,Serious Entertainment,1993-04-08,5444534.0,20.0,103.0,3.9,23.0
89552,Adventure-Action-Science Fiction,2.228,Universal Pictures-Amblin Entertainment-Digital Image Associates,1997-05-23,73000000.0,618638999.0,129.0,6.518,7158.0
89649,Thriller-Horror,2.226,Universe Entertainment Limited,2006-10-26,2576871.0,749981.0,85.0,6.1,21.0
89680,Drama,2.225,Badland Corporation,2007-11-30,10000000.0,25309.0,160.0,6.9,9.0
89765,Adventure-Mystery,2.222,Mannequin Films-SVF Entertainment,2013-12-20,2300000.0,3100000.0,149.0,5.8,12.0
89860,Action-Crime-Drama-Thriller,2.22,Rahaman Studios,2018-06-15,80000.0,21000000.0,97.0,4.0,3.0
89988,Comedy-Drama,2.216,Leo Vision,2012-11-30,120000.0,885000.0,161.0,7.2,21.0
90026,History-Adventure-Drama,2.215,Stony Desert-Hoyts Edgley-Hemdale-Greater Union Organisation (GUO),1985-10-30,9000000.0,1600000.0,140.0,5.2,6.0
90030,Adventure-Action-Comedy,2.215,New Line Cinema-Castle Rock Entertainment,1993-11-24,18000000.0,1528163.0,96.0,4.7,13.0
90231,Comedy,2.21,Million Monkeys-Melbourne Film Office-Molloy Boy Productions-Showtime Australia,2002-07-11,2600000.0,6500000.0,92.0,6.6,11.0
90242,Comedy,2.21,Big Screen Productions-Playhouse Release,2009-12-24,833.0,3.0,135.0,5.7,14.0
90304,Comedy-Romance,2.208,Bhavana Mediavision,2014-09-25,420000.0,3700000.0,129.0,7.4,23.0
90754,Drama-Romance,2.197,CTB Film Company,2008-06-24,2000000.0,273137.0,93.0,5.3,13.0
90763,Comedy-Romance,2.196,Gravier Productions-FilmNation Entertainment-Perdido Productions,2019-07-26,25000000.0,23800000.0,92.0,6.495,1918.0
90843,History-Romance,2.194,Warner Bros. Pictures,1927-08-21,528000.0,1037000.0,111.0,7.5,4.0
90902,Comedy,2.193,Dream Merchants Enterprise,2001-06-21,2500000.0,4500000.0,139.0,6.0,11.0
91169,Action,2.187,Sri Venkateswara Cine Chitra,2011-10-06,3500000.0,39000000.0,161.0,5.3,13.0
91180,History-War,2.186,Sree Gokulam Movies,2009-10-16,4048037.0,2998545.0,197.0,6.6,12.0
91236,Comedy-Drama-Family,2.185,2D Celluloid-Art Pictures Studio,2016-11-10,900000.0,1237319.0,95.0,5.7,29.0
91261,Drama-War,2.185,Warner Bros. Pictures,1943-04-09,1653000.0,3669000.0,119.0,6.2,25.0
91577,Action-Drama,2.177,DVV Entertainment-Universal Media,2013-01-09,5393500.0,8552550.0,160.0,4.8,14.0
91579,Comedy,2.177,Transmission Pictures,2012-11-01,200000.0,1386692.0,103.0,5.2,6.0
91582,Comedy-Romance,2.177,Talent House,2005-12-30,2196531.0,2411594.0,113.0,5.4,27.0
91994,Comedy-Fantasy-Romance,2.167,RKO Radio Pictures,1941-06-13,806000.0,1628000.0,87.0,5.4,10.0
92019,Action-Drama,2.166,Пиманов и партнеры,2017-09-28,6900000.0,5987319.0,99.0,2.5,28.0
92043,Comedy,2.166,Potboiler Productions-Screen Ireland-Treasure Entertainment,2004-10-01,2400000.0,2600000.0,85.0,6.1,9.0
92093,Music-Romance,2.164,Columbia Pictures,1934-07-16,733150.0,2500000.0,84.0,5.778,9.0
92173,Horror-Comedy,2.162,Cold Spring Productions-Driving With Our Eyes Shut,2013-02-08,2000.0,10604.0,73.0,5.3,3.0
92215,Adventure-Action-Science Fiction,2.162,20th Century Fox-The Donners' Company-Bad Hat Harry Productions,2000-07-13,75000000.0,296339527.0,104.0,6.986,9871.0
92835,Romance-Comedy,2.147,Profit,2008-12-04,3200000.0,3877492.0,86.0,6.9,21.0
92877,Romance-Drama,2.146,PFH Entertainment,2002-05-10,5800000.0,8000000.0,159.0,4.6,13.0
93080,Adventure-Science Fiction-Action,2.142,Toho-Toho Pictures Inc.,1977-12-17,2000000.0,4000000.0,91.0,5.8,9.0
93086,Drama,2.142,Warner Bros. Pictures,1946-09-14,427000.0,732000.0,78.0,4.2,10.0
93095,Action-Drama,2.142,RISE Wrestling,2017-12-01,6554.0,32111.0,171.0,8.0,2.0
93288,Crime-Thriller,2.138,Phantom Films-Star Studios,2015-05-15,18000000.0,1500000.0,151.0,5.5,36.0
93463,Horror,2.135,IndieHorror.com-Fylmar Productions-Highlander Films,2007-06-30,6.0,7.0,103.0,3.5,8.0
93644,Drama-Romance,2.131,RKO Radio Pictures,1936-11-06,574000.0,583000.0,88.0,6.1,9.0
93705,Comedy-Drama-Music,2.129,First National Pictures,1934-02-14,317000.0,965000.0,78.0,6.8,11.0
93738,Comedy-Drama,2.129,Metro-Goldwyn-Mayer,1947-08-29,1318000.0,1648000.0,98.0,7.2,2.0
93761,Adventure-Action-Thriller-Science Fiction,2.128,Universal Pictures-Amblin Entertainment,2001-07-18,93000000.0,368780809.0,92.0,6.109,6063.0
93802,Animation,2.128,Patagonik-Cineanimadores-Maíz Producciones-La Suma CineTV-Tournier Animación,2012-02-02,1250000.0,582094.0,80.0,6.3,11.0
93878,Family-Fantasy-Adventure,2.126,Castel Film-Full Moon Entertainment,1997-12-30,1.0,14.0,90.0,6.1,7.0
93894,Comedy,2.126,The Harold Lloyd Corporation,1929-10-12,979828.0,3000000.0,115.0,5.2,13.0
94043,Drama-Comedy-Romance,2.122,Paper Street Films,2009-01-01,500000.0,11276.0,78.0,6.2,18.0
94082,Comedy,2.121,Clover Films-J Team Productions,2012-11-07,3000000.0,6180000.0,108.0,5.7,11.0
94115,Drama-Romance,2.121,Columbia Pictures-Conspiração Filmes-Columbia TriStar Filmes do Brasil,2000-08-17,1900000.0,560943.0,106.0,7.1,37.0
94194,Action-Thriller,2.119,CineTel Films,1986-10-01,1500000.0,1300000.0,86.0,4.7,9.0
94218,Action-Comedy-Crime,2.118,Amal Neerad Productions,2012-07-15,1950000.0,2000000.0,120.0,5.7,11.0
94227,Comedy-Drama,2.118,Mabel Normand Feature Film Company,1918-08-01,250000.0,8000000.0,71.0,6.7,13.0
94751,Action-Crime,2.109,Studiya Cherepakha,2008-03-06,5000000.0,6011000.0,100.0,3.7,17.0
94841,War-History-Drama,2.107,Toho,1969-08-01,973000.0,960000.0,128.0,5.5,4.0
95033,Drama-Comedy,2.104,Arzu Film,1979-09-07,98000.0,425000.0,80.0,6.4,17.0
