,genres,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count
95041,Comedy,2.103,Manga Films,2004-06-04,200000.0,928391.0,85.0,4.1,5.0
95114,Comedy-Drama-Family-Fantasy-Romance,2.102,Everyday Fims-Filmwala Pictures,2016-09-08,1600000.0,4800000.0,115.0,7.4,12.0
95126,Horror-Mystery-Romance-Fantasy,2.101,Greenway Entertainment,2006-03-03,100000.0,75000.0,96.0,6.7,9.0
95139,Animation,2.101,Dygra Films-Xunta de Galicia,2001-01-01,3747230.0,1951816.0,83.0,5.3,19.0
95645,Drama,2.091,Seven Arts International-Kavithalayaa Productions,2008-08-01,9900000.0,1000000.0,160.0,6.3,8.0
95646,Comedy-Family,2.091,Capitol Theater,2010-09-10,385320.0,1120000.0,147.0,7.0,26.0
95942,Romance-Comedy,2.085,Fu Works-Nijenhuis Produktie Costa!-Solo Film Company BV-BNN,2001-03-01,2498210.0,4810190.0,95.0,5.5,23.0
96028,Comedy-Fantasy-Family,2.083,Enjoy Movies,2012-03-15,4000000.0,9938268.0,80.0,3.4,24.0
96262,Comedy-Drama,2.078,StudioCanal-uFilm-uMedia-Production Center of Andrei Konchalovsky,2007-06-03,2500000.0,4684165.0,118.0,4.8,12.0
96351,Drama,2.077,The Steve Jaggi Company-KW Films-McLaren House,2016-10-08,3200000.0,222565.0,97.0,5.2,9.0
96465,Comedy-Romance,2.075,Mukta Arts Ltd,2007-05-11,3900000.0,4400000.0,115.0,4.7,16.0
96563,Comedy,2.073,O. Hannah Films,2015-04-04,1500.0,53889.0,82.0,6.7,11.0
96672,Comedy,2.071,Globo Filmes,2011-07-22,6000000.0,628832.0,99.0,5.8,10.0
96977,Comedy-Romance-Drama,2.065,Code Entertainment-Coquette Productions-Neverland Films,2005-02-18,750000.0,20149.0,106.0,5.5,19.0
97100,Drama-Thriller-Horror,2.063,B Studios,2014-12-19,310000.0,1200000.0,114.0,6.7,26.0
97161,Comedy,2.061,Universal Pictures,1947-04-04,1167500.0,2365000.0,77.0,6.3,16.0
97172,Drama-Comedy,2.061,Metro-Goldwyn-Mayer,1929-09-08,283000.0,857000.0,76.0,6.5,10.0
97289,Adventure-Family,2.059,Majestic Filmproduktion-MMC Independent-ARD/Degeto Film-Neue Schönhauser Filmproduktion-Filmaufbau Leipzig GmBH-WDR-ARTE-BR,2012-12-20,7217957.0,1217451.0,99.0,5.8,5.0
97294,Action-Comedy,2.058,Parameswara Art Productions,2012-05-11,7000000.0,16000000.0,153.0,5.6,15.0
97321,Drama,2.058,Adlabs Films-Suresh Cine Arts,2007-07-20,500000.0,500000.0,157.0,5.8,15.0
97343,Action-Crime-Drama,2.058,Vijayta Films-Sunny Super Sound,2016-02-05,6629605.0,7637304.0,127.0,6.2,14.0
97578,Documentary,2.054,ONF | NFB,1998-02-20,891000.0,229000.0,93.0,7.0,10.0
97929,Drama-Thriller,2.047,Seraph Films,2022-02-14,120000.0,500000.0,87.0,5.0,1.0
98304,Comedy-Drama,2.04,Regal Entertainment-Octobertrain Films-The IdeaFirst Company,2016-12-25,300000.0,4160000.0,120.0,6.5,11.0
98314,Adventure-Comedy-Animation,2.039,Universal Pictures-Starant Studios,2020-12-29,10000.0,83000.0,91.0,7.0,1.0
98840,Music,2.029,Columbia Records,2004-11-23,500000.0,2303489.0,82.0,5.3,3.0
98987,Romance-Comedy,2.025,Red Giant Movies,2013-10-11,1500000.0,11000000.0,151.0,6.3,7.0
98997,Comedy-Drama,2.025,Toy Cinema,2020-01-02,344000.0,351500.0,104.0,7.8,33.0
99037,Drama,2.024,Weldon Pictures Corp.,1933-09-15,10000.0,1800000.0,61.0,3.7,7.0
99051,Drama-Family-Romance,2.024,FilmFondet Fuzz-Cinenord,2011-02-25,1761562.0,2221278.0,83.0,6.5,35.0
99104,Drama-Comedy-Romance,2.023,Metro-Goldwyn-Mayer,1932-01-02,350000.0,1972000.0,72.0,6.3,6.0
99117,Drama,2.023,MediaCorp Raintree Pictures,2006-01-26,1070000.0,2970000.0,124.0,8.1,12.0
99200,Drama-Music,2.021,FilmTeknik-SF Studios,1990-10-07,33000.0,1624278.0,111.0,5.1,16.0
99307,Crime-Drama-Thriller,2.019,Mandalay Sports Entertainment,2003-08-29,500000.0,243347.0,95.0,7.3,12.0
99620,Thriller-Horror-Drama-Mystery,2.012,Berrow Bay Productions-22six Productions-Infinite 8-Rrats Kram Films,2019-09-03,3000.0,4000.0,94.0,0.0,0.0
99744,Drama-Music-Comedy,2.01,Polish Brothers Construction-Jackpot Film Productions-Wild at Heart Films,2001-07-27,400000.0,43719.0,97.0,6.6,5.0
100131,Drama,2.002,TVINDIE Film Production,2014-03-06,2500000.0,1677946.0,123.0,5.2,12.0
100239,Comedy,1.999,GO Films,2005-08-01,4250000.0,4280982.0,100.0,6.5,20.0
100407,Adventure-Animation-Action-History-Family,1.995,PVR Pictures-Pen Studios-Bubble Creations Digital Studios,2013-12-27,7000000.0,210000.0,119.0,8.0,2.0
100884,Action-Comedy-Crime,1.985,Tarek El'eryan-RAW Entertainment,2015-07-16,1368070.0,1249176.0,103.0,7.1,20.0
100984,Thriller-Comedy,1.983,Lal Release,2009-04-01,660000.0,3300000.0,136.0,5.7,18.0
100996,Comedy-Drama-Romance,1.982,Metro-Goldwyn-Mayer,1937-10-08,960000.0,1200000.0,103.0,6.7,16.0
100997,Drama,1.982,Aashirvad Cinemas,2005-09-05,680000.0,1800000.0,165.0,6.4,17.0
101236,Animation-TV Movie,1.977,(주)희원엔터테인먼트,2017-01-18,1000000.0,2775228.0,72.0,0.0,0.0
101757,Crime-Comedy,1.966,Kingsize Entertainment,2000-06-16,1200000.0,1404.0,85.0,4.2,12.0
101943,Fantasy-Animation,1.962,Dygra Films-Fantastic Films International,2008-09-12,5730000.0,295000.0,90.0,6.6,5.0
102295,Adventure-Family-Fantasy-Comedy,1.96,Maipo Film-Tradewind Pictures,2015-10-16,4900000.0,2498851.0,95.0,6.1,5.0
102412,Drama,1.96,Humble Motion Pictures,2019-07-19,1066375.0,4165528.0,140.0,6.0,3.0
102446,Drama-Music,1.96,The Vitaphone Corporation-Warner Bros. Pictures,1928-09-19,388000.0,5916000.0,105.0,5.0,2.0
102629,Action-Romance-War,1.96,Momina Duraid Productions,2018-08-22,858369.0,3087982.0,130.0,10.0,2.0
103069,Comedy-Drama,1.96,J Team Productions-MM2 Entertainment,2016-02-04,1180000.0,4292000.0,107.0,7.0,9.0
103093,Comedy-Music,1.96,Clover Films-MM2 Entertainment-NB Productions-Byleft Productions,2015-12-03,711035.0,398179.0,94.0,6.0,1.0
103145,Horror-Comedy,1.96,Pirromount Pictures,1983-10-31,3000.0,500000.0,84.0,5.7,6.0
103344,Action-Comedy,1.96,NHK Enterprises-Falcon Pictures,2014-01-29,416000.0,2822761.0,105.0,5.5,6.0
103425,Adventure-Western,1.96,Metro-Goldwyn-Mayer,1949-04-12,869000.0,915000.0,85.0,6.0,1.0
103581,Romance-Comedy-Drama,1.96,Lotte Entertainment-JK Film,2010-05-20,800000.0,4214668.0,100.0,6.8,10.0
103769,Romance-Drama-Action,1.96,Eskay Movies,2007-05-31,12000.0,15000.0,179.0,1.0,1.0
103858,Comedy-Drama-Thriller,1.96,Skalar Film,2013-02-10,500000000.0,201103001.0,104.0,0.0,0.0
104162,Thriller-Action-Comedy,1.96,Nathambal Film Factory,2014-11-21,630000.0,1.0,126.0,6.7,7.0
104215,Comedy,1.96,VH2 Networks,2020-01-01,100000.0,350000.0,61.0,10.0,1.0
104287,Science Fiction-Adventure,1.96,Sridevi Arts,1991-08-18,1200000.0,204000.0,140.0,6.4,11.0
104565,Fantasy-Animation-Adventure-Drama,1.955,Star Cinema – ABS-CBN Film Productions-Ambient Media-Thaumatrope Animation,2010-12-24,2300000.0,660000.0,103.0,7.6,5.0
104924,Adventure-Family-Fantasy,1.948,Australian Film Finance Corporation-Latent Image Productions Pty. Ltd.-New South Wales Film & Television Office-PolyGram Filmed Entertainment,1997-09-25,137731.0,1778391.0,83.0,4.2,22.0
105015,Comedy,1.946,HBO,2006-11-21,1000000.0,10000000.0,300.0,0.0,0.0
105141,Drama-Family,1.943,NRK Aktivum-Nordisk Film-FilmFondet Fuzz-Nordisk Film,2008-02-15,1936708.0,1840042.0,87.0,5.0,4.0
105186,Comedy-Romance,1.942,Metro-Goldwyn-Mayer,1946-12-25,1001000.0,2359000.0,93.0,5.3,6.0
105490,Thriller-Comedy,1.935,DNVP Creations,2017-05-19,620000.0,1800000.0,140.0,5.6,7.0
105530,Comedy-Romance,1.935,Metro-Goldwyn-Mayer,1933-11-24,923055.0,2400000.0,92.0,7.2,24.0
105679,Drama,1.931,Tangram Film,2009-10-10,15000.0,5300.0,84.0,6.1,13.0
105689,Drama-Mystery-Music,1.931,BFI,1991-08-09,3025379.0,53502.0,105.0,4.5,15.0
105751,Drama-Mystery-Thriller,1.93,Metro-Goldwyn-Mayer,1937-04-30,589000.0,1015000.0,116.0,7.4,27.0
105972,Comedy-Science Fiction,1.925,Enjoy Movies,2014-02-27,2153912.0,4864560.0,83.0,5.7,18.0
105993,Drama-Romance,1.925,T-Series,2014-01-10,10.0,100.0,145.0,3.4,7.0
106147,Comedy-Action,1.922,J Team Productions,2015-02-19,2020000.0,5520000.0,148.0,7.7,3.0
106237,Comedy-Drama,1.92,Aashirvad Cinemas,2019-09-06,1300000.0,4400000.0,158.0,4.5,12.0
106675,Thriller-Drama,1.911,Gravitas Ventures-Random Art Workshop,2012-08-10,500000.0,15919.0,103.0,3.7,7.0
106799,Romance-Adventure,1.908,Samuel Goldwyn Productions,1938-04-07,2000000.0,1700000.0,104.0,5.9,9.0
106849,Comedy,1.908,Italian Dreams Factory-MiBAC-RAI,2007-04-13,2100000.0,400000.0,88.0,5.0,35.0
107057,Action-Drama,1.903,Mukta Arts Ltd,1995-12-22,6800000.0,9600000.0,187.0,5.8,13.0
107137,Drama-War-Romance,1.901,Solar Films,2015-09-04,1803780.0,2460914.0,119.0,5.8,23.0
107377,Romance-Drama,1.896,Fox Searchlight Pictures,1999-10-29,2000000.0,7.0,92.0,5.0,4.0
107500,Comedy-Drama,1.894,Aama Saraswati Movies,2018-10-10,100000.0,190000.0,145.0,0.0,0.0
107529,Comedy-Romance,1.894,Central Partnership-Trio Film,2015-07-16,2800000.0,964206.0,95.0,5.6,8.0
107603,Music,1.893,Eagle Rock Entertainment,2016-12-20,100000.0,1000000.0,102.0,8.5,2.0
107665,Thriller-Horror-Comedy,1.891,Lions Gate Films-Heartland Films,1999-05-07,1700000.0,9037000.0,93.0,3.7,6.0
107833,Fantasy-Music-Romance,1.889,Whitesands Media House,2013-03-21,110000.0,270000.0,165.0,7.7,24.0
107931,Action-Comedy-Crime,1.886,Universal Pictures,1984-02-17,12000000.0,129268.0,98.0,4.625,24.0
108585,Comedy-Romance,1.875,Star Cinema – ABS-CBN Film Productions-Unitel Classics,2001-09-29,344.0,4.0,104.0,4.4,7.0
108658,Action-Comedy-Romance-Western,1.873,20th Century Fox,1949-05-27,2192000.0,2889000.0,77.0,5.4,8.0
108985,Drama-Romance,1.867,Les Films du Poisson,2007-05-05,1800000.0,938881.0,82.0,6.9,28.0
109088,Adventure-Romance,1.865,Paramount,1947-08-27,1000000.0,7000000.0,95.0,5.9,5.0
109229,Drama-Family,1.863,Surya Cinemas,2008-07-04,1500000.0,2200000.0,145.0,5.5,11.0
109260,Drama-Romance,1.862,Metro-Goldwyn-Mayer,1947-11-06,2733000.0,5186000.0,119.0,5.7,3.0
109317,Horror-Mystery-Thriller,1.861,Media Botella Films,2019-11-03,25.0,10.0,2.0,10.0,1.0
109694,Thriller,1.855,Kapishek Films,2003-02-07,986250.0,750000.0,176.0,6.5,2.0
109756,Drama-Family-Fantasy,1.854,Annapurna Studios,2016-01-15,3000000.0,10000000.0,145.0,5.9,11.0
109951,Romance-Family-Animation-Drama,1.851,Sandrews-Treklövern-Team Film AB-Svenska Filminstitutet,1981-12-25,48740.0,955401.0,81.0,6.3,26.0
110013,Horror-Drama,1.85,Metro-Goldwyn-Mayer,1927-12-03,151666.0,1000000.0,69.0,6.6,19.0
110222,Family-Animation,1.845,Big Idea Productions,1997-09-01,4078230.0,4078230.0,34.0,5.5,10.0
110668,Drama-Action,1.837,Arka Mediaworks,2010-06-04,3000000.0,9000000.0,141.0,7.1,26.0
110856,Drama-Thriller,1.834,Ross Hunter Productions,1960-07-27,1400000.0,9200000.0,112.0,6.3,12.0
110909,Comedy-Drama,1.833,Beijing Jinyinma Movie & TV Culture Co.,2001-10-11,12500000.0,123021750.0,94.0,6.8,3.0
111443,Comedy-Drama,1.825,J Team Productions-MM2 Entertainment,2022-02-01,1428000.0,1785000.0,121.0,6.0,1.0
111763,Comedy,1.82,JSP Films,1998-05-07,600000.0,4100000.0,98.0,5.0,1.0
111846,Drama,1.819,Metro-Goldwyn-Mayer,1932-05-28,460733.0,1362000.0,70.0,5.8,8.0
111871,Comedy-Romance,1.819,La Pepa,2020-02-27,200.0,40.0,92.0,5.7,3.0
111894,Romance-Comedy-Adventure,1.818,WSB-DreamTeam Media,2014-08-21,3500000.0,179000.0,95.0,1.3,17.0
112002,Romance,1.816,Col Spector,2002-11-18,15000.0,50000.0,16.0,4.3,3.0
112206,Drama,1.812,Paramount-Mayflower Photoplay Company,1919-08-26,120000.0,3600000.0,80.0,3.0,1.0
112471,Drama-Romance,1.808,CBS Theatrical Films,1983-02-18,8000000.0,2439705.0,121.0,5.8,7.0
112782,Thriller-Drama-Mystery,1.803,Citron Pictures,2020-10-27,5000.0,100.0,8.0,9.5,2.0
113088,Crime-Drama-Thriller,1.799,MGN Filmes-Instituto do Cinema Audiovisual e Multimédia (ICAM)-Lagoa Cultural & Esportiva,2007-12-27,1300000.0,1610085.0,145.0,6.2,16.0
113176,Drama,1.798,Red Rose Creations,2017-07-07,2400000.0,2000000.0,168.0,5.7,13.0
113290,Action,1.796,Tayangan Unggul,2015-09-17,554390.0,1847967.0,120.0,6.2,5.0
113507,Adventure-Comedy-Documentary-Family,1.793,Carpe Diem Films,2008-04-16,25000.0,275000.0,60.0,10.0,1.0
113597,Romance-Drama,1.792,SVF Entertainment,2008-08-15,138000.0,236000.0,180.0,6.3,2.0
113636,Comedy-Romance,1.791,Kokers Films,2016-05-27,300000.0,300000.0,151.0,4.5,3.0
113647,Comedy-Drama,1.791,20th Century Fox,1957-11-27,1425000.0,3700000.0,97.0,6.6,11.0
113746,Comedy-Drama-Romance,1.789,RKO Radio Pictures,1935-03-01,208.0,150.0,72.0,4.0,1.0
113808,Drama-Comedy,1.788,Graand Production,2010-07-16,340000.0,1000000.0,132.0,6.4,10.0
114208,Comedy-Music-Romance,1.782,Metro-Goldwyn-Mayer,1950-07-12,1470000.0,4526000.0,102.0,5.9,7.0
114253,Action-Drama-Mystery,1.782,Central Partnership,2007-10-18,6000000.0,11171900.0,135.0,5.8,21.0
114537,Comedy-Action-Crime-Drama,1.777,Capital Film Works,2011-06-10,780000.0,1040344.0,126.0,7.7,19.0
116362,Comedy-Romance,1.751,Jayanna Combines,2013-07-19,670000.0,2830000.0,144.0,7.3,8.0
116442,Drama-Romance-Comedy,1.75,Magnum-Mars Media Entertainment,2014-06-18,1250000.0,92500.0,128.0,6.1,22.0
116648,Music-Comedy-Action-Science Fiction-Drama-Horror,1.747,Driving With Our Eyes Shut,2011-07-08,1100.0,25206.0,76.0,9.0,3.0
116669,Crime-Adventure-Comedy,1.747,Ultra Production,2015-03-26,1500000.0,417929.0,90.0,4.3,9.0
116678,Action-Drama,1.747,Queens Of Combat,2016-04-01,8880.0,9866.0,76.0,10.0,1.0
117458,Romance-Comedy-Drama,1.737,Walter Wanger Productions,1939-07-28,412640.0,474286.0,105.0,6.0,1.0
117978,Horror-Thriller,1.729,G.P.L.A. Los Angeles-Conner Mac Studios,2019-10-31,13000000.0,13000000.0,120.0,0.0,0.0
118020,Drama,1.728,RKO Radio Pictures,1937-04-15,725000.0,783000.0,85.0,0.0,0.0
118195,Thriller-Action-Crime,1.725,RP Techvision (I) Pvt. Ltd.-Anjan Dutt Production,2015-10-16,110000.0,190000.0,110.0,7.7,6.0
118300,Adventure-History-Mystery,1.724,Non-Stop Productions-STS Channel,2007-12-27,3500000.0,2490500.0,95.0,7.3,9.0
118589,Action-Drama,1.719,Warriors Of Wrestling (WOW),2018-08-11,2334.0,134425.0,74.0,8.0,1.0
119004,Comedy,1.714,OML Entertainment-Stage 42 Productions,2018-03-16,1000.0,10000.0,63.0,7.8,7.0
119012,Crime-Drama-Mystery,1.714,Warner Bros. Pictures,1951-04-12,1108000.0,1144000.0,91.0,6.0,9.0
119177,Crime-Romance,1.712,20th Century Fox,1969-04-30,4000000.0,1750000.0,106.0,4.9,7.0
119200,Animation-Comedy-Science Fiction,1.712,Crudo Films,2019-11-16,100.0,100.0,63.0,10.0,1.0
119230,Fantasy-Horror,1.711,Star International,1999-10-15,31600.0,21725.0,109.0,0.0,0.0
119717,Action-Adventure,1.706,Metro-Goldwyn-Mayer,1931-03-03,1300000.0,4200000.0,122.0,5.2,9.0
119805,Comedy,1.705,GONITA FILMACCION-II ACTO FILMS,2017-06-23,11203.0,230258.0,85.0,5.4,15.0
120058,Thriller-Action,1.701,Vijay Antony Film Corporation,2016-12-01,1500000.0,6900000.0,124.0,5.7,6.0
120200,Drama,1.699,Amigos Creations,2007-09-28,440141.0,2640850.0,160.0,6.2,24.0
120562,Drama-Thriller,1.693,Zambeel Films-The Crew Films,2014-09-18,46000.0,120000.0,93.0,6.8,25.0
121096,Drama,1.683,Experimental Cinema of the Philippines,1982-12-25,68415.0,684150.0,124.0,7.9,14.0
121513,Action,1.677,Mulakuppadam Films,2010-05-07,1260000.0,4700000.0,136.0,5.3,12.0
121543,Comedy-Drama-Romance,1.677,Station Wagon Productions,1998-03-22,50000.0,27.0,95.0,7.6,15.0
121616,Drama-Romance,1.676,Newton Movies,2015-09-18,1900000.0,7800000.0,167.0,6.8,23.0
121705,Comedy-Romance,1.674,Burak Film-Sineray Film,1985-09-04,65000.0,176000.0,92.0,5.0,15.0
121928,Comedy-Documentary,1.67,Paramount,1982-12-10,5000000.0,2091037.0,80.0,5.3,19.0
122049,Comedy-Drama,1.667,影一製作所股份有限公司-Ocean Deep Films,2013-08-16,2500803.0,11074988.0,145.0,6.4,15.0
122282,Comedy-Crime-Action,1.663,Téléfilm Canada-SODEC-Melenny Productions-Super Écran-TVA Films-MusiquePlus,2002-12-06,5200000.0,355974.0,108.0,3.3,7.0
122337,Comedy-Romance,1.662,Quality Films Entertainment,2013-01-25,1500000.0,193081.0,99.0,4.9,17.0
122559,Drama-Romance-War,1.658,M39,2013-04-04,2000000.0,1646962.0,125.0,6.3,3.0
122636,Action-Drama,1.656,Beyond Wrestling,2018-12-16,2889.0,7785.0,160.0,10.0,1.0
122672,Animation-Comedy-Family-Fantasy,1.656,20th Century Fox Home Entertainment,2007-09-04,10000.0,50000.0,127.0,0.0,0.0
122700,Romance-Action-Thriller,1.655,RGV Film Factory,2000-07-14,2300000.0,10000000.0,162.0,5.8,6.0
122711,Comedy-Drama,1.655,Les Films de la fusée-Papermoon Films,2014-01-22,70000.0,354877.0,94.0,4.8,14.0
122954,Adventure-Drama,1.651,Metro-Goldwyn-Mayer-Warner Home Video,1928-04-07,290000.0,596000.0,85.0,6.9,9.0
122976,Action-Drama,1.651,Beyond Wrestling-Women's Wrestling Revolution,2018-09-16,7888.0,9000.0,144.0,10.0,1.0
123603,Action-Adventure,1.642,Abe Movies,2020-05-21,300.0,50000000.0,15.0,0.0,0.0
124463,Drama,1.629,Astro Shaw,2016-01-28,1230920.0,3569670.0,113.0,7.6,14.0
124473,Action-Thriller,1.629,Jaya Balaji Real Media,2013-01-13,3700000.0,8300000.0,144.0,4.7,11.0
124527,Horror-Drama-Science Fiction,1.628,Focus Filmes,2004-06-27,200000000.0,5224221.0,96.0,5.0,1.0
125492,Comedy,1.612,Phranakorn Film,2005-03-02,341436.0,680000.0,91.0,6.2,5.0
125495,Comedy-Drama,1.612,Humble Motion Pictures,2017-04-14,1092000.0,7800000.0,137.0,6.3,6.0
125557,Western,1.611,Warner Bros. Pictures,1947-06-06,1929000.0,3303000.0,99.0,6.9,4.0
125952,Comedy-Drama-War,1.606,Warner Bros. Pictures,1926-10-23,449000.0,1273000.0,95.0,4.5,4.0
125963,Drama-Romance-Mystery,1.606,R G Nayyar Films,2004-03-27,4800000.0,11000000.0,188.0,6.8,5.0
126013,Mystery-Thriller-Horror,1.605,Deutscher Filmförderfonds-Dragonfly Films-NFP Marketing & Distribution-MovieBrats Pictures-Stereo Post Production,2013-09-19,5200000.0,159828.0,101.0,4.7,13.0
126065,Documentary,1.605,Indy Film House,2018-02-08,10.0,1.0,108.0,7.2,4.0
126192,Action-Crime-Drama-Thriller,1.603,Shree Ashtavinayak Cinevision Ltd-Warner China Film HG Corporation,2008-10-02,10000000.0,8750000.0,165.0,4.6,19.0
126231,War-Drama-Romance,1.603,RKO Radio Pictures,1952-09-19,2181000.0,1600000.0,105.0,6.4,11.0
126240,Comedy-Thriller,1.602,Friends Film Factory,2020-01-17,3997866.0,11327287.0,136.0,6.0,2.0
126303,Science Fiction-Action-Adventure,1.601,Ishimori Productions-Toei Company,2006-08-05,6000000.0,8873950.0,66.0,6.3,8.0
126408,History-Drama,1.6,Pronto Film,2014-11-12,722083.0,499168.0,120.0,8.2,21.0
126838,Action-Drama,1.593,Pro-Wrestling: EVE,2018-08-11,4356.0,33221.0,127.0,8.0,1.0
127022,Drama-Family-Mystery,1.59,Incitus,2008-06-11,50.0,60.0,100.0,0.0,0.0
127027,Music,1.59,20th Century Fox,1950-03-31,2115000.0,2039000.0,92.0,5.0,5.0
127193,Drama,1.588,Universal Cinema,2017-04-14,780000.0,2200000.0,163.0,4.9,15.0
127345,Drama-Crime,1.586,Trollhättan Film-SVT-Film i Väst-Memfis Film,2007-11-15,50.0,60.0,78.0,5.7,12.0
127357,Comedy,1.586,Emotion Pictures-Renovatio Entertainment,2015-04-30,2000000.0,1683000.0,90.0,4.4,4.0
127481,Action-Comedy-Romance,1.584,Sithara Entertainments,2016-08-12,4200000.0,6900000.0,150.0,5.3,9.0
127515,Crime,1.583,GJG Entertainment,2002-02-15,1200.0,230.0,80.0,0.0,0.0
127531,Comedy-Romance,1.583,YNH Films,2017-07-13,280000.0,1200000.0,173.0,10.0,1.0
127577,Comedy-Romance,1.583,Viking Film,2013-09-05,2200000.0,1444235.0,93.0,0.0,0.0
127634,Drama-Horror,1.582,Digital Shadow Films-Resurrection Films LLC,2008-07-25,50000.0,123000.0,77.0,5.9,4.0
128256,Comedy-Romance,1.575,Euterpe Productions,1959-08-21,1140000.0,3745000.0,98.0,6.1,9.0
128334,Crime-Thriller-History,1.574,Solar Films,2013-01-18,1800000.0,532269.0,93.0,5.5,12.0
128704,Music-Drama-Romance,1.569,Kemal Film,1959-01-01,55000.0,100000.0,102.0,8.0,1.0
128710,Romance,1.569,Guerilla Films,2000-10-06,88608.0,100.0,94.0,10.0,1.0
128905,Crime-Drama,1.566,Remstar Productions-Forum Films,2004-08-27,2500000.0,408000.0,82.0,6.5,13.0
128959,Family-Animation-Adventure-Western-Drama-Comedy-Fantasy,1.565,Big Idea Productions,2003-08-17,352571.0,352571.0,35.0,4.5,9.0
128966,Drama-Romance-Comedy,1.565,United Artists-Walter Wanger Productions,1938-12-28,738733.0,964404.0,93.0,6.7,3.0
129022,Comedy-Romance,1.564,RKO Radio Pictures,1936-07-10,289000.0,670000.0,75.0,5.2,10.0
129111,Crime-Drama-Thriller,1.562,Krasnaya Strela,2007-11-14,120000.0,1420586.0,124.0,3.9,4.0
129177,Comedy-Horror,1.562,Bach Productions,2018-06-18,300.0,110000.0,67.0,5.0,3.0
129352,Drama-Romance,1.559,Wize Mindz Entertainment Production-B4U Television Network-One World Entertainment Productions,2010-05-07,580000.0,1600000.0,133.0,8.0,2.0
129431,Drama,1.558,Metro-Goldwyn-Mayer,1949-07-15,1363000.0,3205000.0,112.0,7.1,9.0
129651,Adventure,1.555,Fancy Fantasy,2022-04-15,300.0,1.0,6.0,9.0,1.0
129687,Comedy-Romance,1.555,Nebo,2015-10-22,1211360.0,3129507.0,90.0,6.1,15.0
129902,Comedy-Horror,1.552,GallaFilms-Driving With Our Eyes Shut,2016-10-26,1200.0,4300.0,86.0,10.0,1.0
129962,Documentary,1.551,39Films-Romana Audiovisual,2017-05-07,125000.0,78000.0,69.0,5.8,5.0
130065,Action-Crime,1.551,Sri Venkateswara Creations,2009-09-05,1919382.0,6909775.0,177.0,5.3,6.0
130145,Action-Romance-Thriller-Science Fiction,1.55,CTB Film Company,2006-10-12,5000000.0,3919731.0,108.0,5.4,15.0
130146,Action-Drama,1.55,Warriors Of Wrestling (WOW),2017-06-09,4523.0,11232.0,90.0,8.0,1.0
130202,War-Drama-Adventure-Romance-Thriller,1.549,Net Entertainment-Delux Productions-Focusfilm Kft.-Kasander Film Company-ABS Production,2004-09-06,10000000.0,12000.0,124.0,5.9,10.0
130510,Comedy-Drama-Action,1.544,Shatkon Arts,2019-05-17,84600.0,920000.0,149.0,7.0,1.0
131128,Comedy,1.537,Iranian Independents,2018-01-17,10000.0,200000.0,90.0,5.7,3.0
131143,Comedy-Drama,1.536,Weird Life Films,2016-02-01,8.0,6.0,99.0,0.0,0.0
131392,Action-Drama,1.533,Bar Wrestling,2018-10-17,8799.0,44566.0,86.0,9.0,2.0
132360,Animation-Adventure-Comedy-Fantasy-Music,1.523,Warner Bros. Pictures,2021-06-21,300.0,102.0,134.0,10.0,2.0
132391,Comedy-Horror,1.523,Metropolitan Film Group,1979-01-01,1.0,1.0,6.0,5.9,8.0
132651,Drama,1.52,Metro-Goldwyn-Mayer,1932-12-30,654000.0,1237000.0,109.0,6.4,7.0
132796,Drama-Action,1.519,Sri Venkateswara Creations,2013-10-10,4200000.0,4300000.0,166.0,4.5,4.0
132930,Music-Drama-Comedy-Romance,1.517,Metro-Goldwyn-Mayer,1982-09-24,19000000.0,2279543.0,110.0,3.6,7.0
133157,Action-Thriller,1.514,Mohana Movies,2011-12-16,730000.0,2010000.0,149.0,7.0,2.0
133167,Comedy,1.514,Universal Pictures UK,2012-11-11,500000.0,2500000.0,72.0,7.2,10.0
133247,Drama,1.513,Dancing Babies Entertainment-Cleopatra Productions,1999-06-24,850000.0,5154.0,95.0,4.8,4.0
